SMILES: C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C, logP: 5.0, SAScore: 8.0, MolWeight: 9.0
SMILES: CO, logP: -1.0, SAScore: 4.0, MolWeight: 9.0
SMILES: C=C[Si](C)(C)O[Si](C)(C)C=C, logP: 3.0, SAScore: 9.0, MolWeight: 3.0
SMILES: CC(=CC(=O)C(C)C=CC(C)C)C1=CCCC1(C)O, logP: 5.0, SAScore: 6.0, MolWeight: 1.0
SMILES: OB(O)O, logP: -1.0, SAScore: 8.0, MolWeight: 9.0
SMILES: CCCCCCCC, logP: 4.0, SAScore: 1.0, MolWeight: 1.0
SMILES: C=CCC=CCCCC, logP: 6.0, SAScore: 4.0, MolWeight: 4.0
SMILES: O=[N+]([O-])C(CO)CO, logP: -2.0, SAScore: 4.0, MolWeight: 2.0
SMILES: C[S+]([O-])CCC(O)C(=O)O, logP: -1.0, SAScore: 6.0, MolWeight: 5.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 1.0, MolWeight: 7.0
SMILES: CC(=O)O, logP: 0.0, SAScore: 2.0, MolWeight: 5.0
SMILES: OB(O)O, logP: -1.0, SAScore: 8.0, MolWeight: 2.0
SMILES: C#CCO, logP: 0.0, SAScore: 4.0, MolWeight: 7.0
SMILES: CO, logP: 0.0, SAScore: 4.0, MolWeight: 3.0
SMILES: CC=C(C)C=CC=C(C)C=CC(=O)O, logP: 5.0, SAScore: 5.0, MolWeight: 4.0
SMILES: O=[N+]([O-])C(CO)CO, logP: -2.0, SAScore: 4.0, MolWeight: 7.0
SMILES: Cl[Si](Cl)Cl, logP: 3.0, SAScore: 9.0, MolWeight: 6.0
SMILES: NC(N)=O, logP: -1.0, SAScore: 1.0, MolWeight: 9.0
SMILES: CCSSC, logP: 3.0, SAScore: 6.0, MolWeight: 6.0
SMILES: CCCCCCCC, logP: 4.0, SAScore: 1.0, MolWeight: 5.0
SMILES: CC=C(C)C=CC=C(C)C, logP: 5.0, SAScore: 4.0, MolWeight: 9.0
SMILES: CC(C)O, logP: 1.0, SAScore: 3.0, MolWeight: 8.0
SMILES: O=C(O)C(O)CO, logP: -1.0, SAScore: 5.0, MolWeight: 2.0
SMILES: CN, logP: 0.0, SAScore: 1.0, MolWeight: 9.0
SMILES: CC(C)=C[C@H]1C[C@@H](O)[C@@H]2[C@@](C)(CO)CCC[C@@]2(C)[C@H]1C/C=C1/C(=O)OC[C@H]1O, logP: 6.0, SAScore: 7.0, MolWeight: 1.0
SMILES: C[As](C)(=O)O, logP: -2.0, SAScore: 9.0, MolWeight: 1.0
SMILES: CCCCCCCCCC, logP: 5.0, SAScore: 1.0, MolWeight: 4.0
SMILES: CC=C(C)C=CC=C(C)C=CC(=O)O, logP: 6.0, SAScore: 8.0, MolWeight: 7.0
SMILES: Cl, logP: 2.0, SAScore: 8.0, MolWeight: 9.0
SMILES: C[As](=O)O, logP: 1.0, SAScore: 9.0, MolWeight: 6.0
SMILES: CCCCCCCCCCCC, logP: 6.0, SAScore: 1.0, MolWeight: 7.0
SMILES: CC#N, logP: 1.0, SAScore: 3.0, MolWeight: 7.0
SMILES: CC#CCO, logP: 0.0, SAScore: 4.0, MolWeight: 6.0
SMILES: O=CO, logP: -1.0, SAScore: 5.0, MolWeight: 7.0
SMILES: NC=O, logP: -1.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=C[Si](C)(C)O[Si](C)(C)C=C, logP: 3.0, SAScore: 7.0, MolWeight: 7.0
SMILES: C=CCCCCCC, logP: 5.0, SAScore: 5.0, MolWeight: 9.0
SMILES: CC=CCCCC=CC, logP: 5.0, SAScore: 5.0, MolWeight: 4.0
SMILES: CCCSSCCC, logP: 5.0, SAScore: 4.0, MolWeight: 3.0
SMILES: CC=C1C(C=C(C)C)CC2CC(=O)CC12C, logP: 4.0, SAScore: 7.0, MolWeight: 3.0
SMILES: C=C[Si](C)O, logP: 1.0, SAScore: 7.0, MolWeight: 8.0
SMILES: C=C(C)CCCCCCC, logP: 5.0, SAScore: 2.0, MolWeight: 1.0
SMILES: C=CB(C)O[Si](C)(C)C=C, logP: 3.0, SAScore: 9.0, MolWeight: 4.0
SMILES: C[As](=O)(O)O, logP: -2.0, SAScore: 9.0, MolWeight: 4.0
SMILES: CC[As](C)(=O)O, logP: 3.0, SAScore: 6.0, MolWeight: 2.0
SMILES: CC=CCCC#N, logP: 3.0, SAScore: 8.0, MolWeight: 6.0
SMILES: C=CC(C)=CC, logP: 3.0, SAScore: 5.0, MolWeight: 6.0
SMILES: C[As](C)(=O)O, logP: -2.0, SAScore: 6.0, MolWeight: 5.0
SMILES: CC(C)=CC(=O)C=CC(C)C, logP: 6.0, SAScore: 4.0, MolWeight: 3.0
SMILES: NCC=O, logP: -1.0, SAScore: 4.0, MolWeight: 4.0
SMILES: O=C(O)C(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 7.0
SMILES: C=CCCCC, logP: 3.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCCCCCC, logP: 4.0, SAScore: 1.0, MolWeight: 6.0
SMILES: C[Si](C)(C)OP(C)(C)=O, logP: 3.0, SAScore: 8.0, MolWeight: 2.0
SMILES: C#CCO, logP: 0.0, SAScore: 4.0, MolWeight: 4.0
SMILES: C[S+]([O-])CCC(C(=O)NOS(=O)(=O)O)[C@@]1(S)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O, logP: -2.0, SAScore: 9.0, MolWeight: 1.0
SMILES: COC=O, logP: 0.0, SAScore: 1.0, MolWeight: 9.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 5.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 6.0
SMILES: C=CCCCC, logP: 3.0, SAScore: 2.0, MolWeight: 9.0
SMILES: C=CCC(C)(C)CC=CC, logP: 5.0, SAScore: 6.0, MolWeight: 2.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 9.0
SMILES: C=CC=CCCCCC, logP: 6.0, SAScore: 4.0, MolWeight: 4.0
SMILES: CC=C(C)C=CC=C(C)C, logP: 5.0, SAScore: 4.0, MolWeight: 6.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 7.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCC(O)C(=O)NOS(=O)(=O)O, logP: -2.0, SAScore: 6.0, MolWeight: 3.0
SMILES: C=CC=CC, logP: 2.0, SAScore: 3.0, MolWeight: 5.0
SMILES: CC=CCC=CC(C)C, logP: 5.0, SAScore: 6.0, MolWeight: 7.0
SMILES: C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C, logP: 4.0, SAScore: 7.0, MolWeight: 8.0
SMILES: C=C(C)[C@@H]1CC[C@@](C)(C=CC(C)=CC)[C@H](C(=C)C)C1, logP: 6.0, SAScore: 8.0, MolWeight: 1.0
SMILES: CC1(C)C2N=CC(=O)C(OC=O)C(O)C21, logP: -2.0, SAScore: 6.0, MolWeight: 4.0
SMILES: C1=NN[Si]=N1, logP: 0.0, SAScore: 9.0, MolWeight: 9.0
SMILES: CCCCCCCCC, logP: 4.0, SAScore: 1.0, MolWeight: 9.0
SMILES: C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C, logP: 5.0, SAScore: 7.0, MolWeight: 7.0
SMILES: C=C(C)C=CC=C(C)C=CC=C(C)C=CC(=O)O, logP: 6.0, SAScore: 7.0, MolWeight: 7.0
SMILES: C=C[Si](C)(C)O[Si](C)(C)C=C, logP: 3.0, SAScore: 9.0, MolWeight: 4.0
SMILES: C=CCCCCCCCCC, logP: 6.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(C)=CC=CC(C)C, logP: 5.0, SAScore: 7.0, MolWeight: 6.0
SMILES: C[As](C)(=O)O, logP: 0.0, SAScore: 6.0, MolWeight: 8.0
SMILES: c1ccncc1, logP: 1.0, SAScore: 1.0, MolWeight: 7.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 1.0, SAScore: 7.0, MolWeight: 7.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 7.0
SMILES: C=CCCCCCCCC, logP: 6.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CCCl, logP: 2.0, SAScore: 4.0, MolWeight: 8.0
SMILES: CC1=CCC2C(C1)C1(C)CCC2(C)C1(C)C, logP: 6.0, SAScore: 9.0, MolWeight: 1.0
SMILES: CC(C)=CCCC(C)C, logP: 6.0, SAScore: 5.0, MolWeight: 1.0
SMILES: C=CC=CC=O, logP: 2.0, SAScore: 4.0, MolWeight: 8.0
SMILES: CC=C(Cl)CCl, logP: 4.0, SAScore: 5.0, MolWeight: 8.0
SMILES: C=CC1CC=CO1, logP: 2.0, SAScore: 5.0, MolWeight: 7.0
SMILES: CCCCCCCCCCCC, logP: 6.0, SAScore: 1.0, MolWeight: 2.0
SMILES: CC(C)CCC(C)CC(C)C, logP: 6.0, SAScore: 9.0, MolWeight: 3.0
SMILES: C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C, logP: 6.0, SAScore: 8.0, MolWeight: 8.0
SMILES: C[In]C, logP: 1.0, SAScore: 9.0, MolWeight: 7.0
SMILES: C[S+]([O-])CCC(N)C(=O)O, logP: -1.0, SAScore: 6.0, MolWeight: 4.0
SMILES: C=C(Cl)Cl, logP: 2.0, SAScore: 4.0, MolWeight: 9.0
SMILES: C=CB(C)O, logP: 0.0, SAScore: 9.0, MolWeight: 6.0
SMILES: CCC#N, logP: 1.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C[As](C)(=O)O, logP: 0.0, SAScore: 7.0, MolWeight: 3.0
SMILES: C=CCCCCCCCC, logP: 6.0, SAScore: 2.0, MolWeight: 9.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 9.0, MolWeight: 3.0
SMILES: C=CC=CC=O, logP: 2.0, SAScore: 4.0, MolWeight: 7.0
SMILES: C=CC=CCCCCC, logP: 6.0, SAScore: 5.0, MolWeight: 6.0
SMILES: CP(=O)(Cl)Cl, logP: 3.0, SAScore: 8.0, MolWeight: 4.0
SMILES: C[As](C)(=O)O, logP: -1.0, SAScore: 6.0, MolWeight: 2.0
SMILES: CC=C(C)C=CC=C(C)C=CC(=O)O, logP: 6.0, SAScore: 6.0, MolWeight: 1.0
SMILES: Cc1ccccc1, logP: 2.0, SAScore: 1.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCC(C(=O)NOS(=O)(=O)O)[C@@]1(O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O, logP: -2.0, SAScore: 9.0, MolWeight: 7.0
SMILES: CO, logP: 0.0, SAScore: 4.0, MolWeight: 3.0
SMILES: C=CCO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: B[P@@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)O, logP: -1.0, SAScore: 9.0, MolWeight: 1.0
SMILES: CC=C(C)C=CC=C(C)C=CC(=O)O, logP: 6.0, SAScore: 6.0, MolWeight: 4.0
SMILES: NC=O, logP: -1.0, SAScore: 5.0, MolWeight: 8.0
SMILES: CC=CCCCC=CC(C)C, logP: 5.0, SAScore: 7.0, MolWeight: 3.0
SMILES: C=C[Si](C)[Si][Si]=C, logP: 3.0, SAScore: 9.0, MolWeight: 9.0
SMILES: C[S+]([O-])CCCCN=C=[Se], logP: 0.0, SAScore: 8.0, MolWeight: 1.0
SMILES: C=CCCCCC, logP: 3.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 6.0, MolWeight: 2.0
SMILES: C[As], logP: 0.0, SAScore: 6.0, MolWeight: 9.0
SMILES: CCC=O, logP: 1.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CCSCC=C, logP: 3.0, SAScore: 4.0, MolWeight: 4.0
SMILES: ClC=CCl, logP: 3.0, SAScore: 6.0, MolWeight: 6.0
SMILES: C[Si]N[Si]1(C)(C)NN[Si](C)(C)N1, logP: -1.0, SAScore: 9.0, MolWeight: 9.0
SMILES: C=CCCCCCCCCC, logP: 6.0, SAScore: 2.0, MolWeight: 9.0
SMILES: CCCCCC, logP: 3.0, SAScore: 1.0, MolWeight: 5.0
SMILES: CCC(C)CCC=C(C)C, logP: 5.0, SAScore: 3.0, MolWeight: 2.0
SMILES: C[S+]([O-])CCCCN=C=[N-], logP: 0.0, SAScore: 8.0, MolWeight: 4.0
SMILES: OCCO, logP: -1.0, SAScore: 3.0, MolWeight: 1.0
SMILES: NC=O, logP: -1.0, SAScore: 2.0, MolWeight: 1.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 8.0, MolWeight: 4.0
SMILES: C=CCCCCCCC, logP: 5.0, SAScore: 2.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: -1.0, SAScore: 8.0, MolWeight: 1.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 6.0, MolWeight: 7.0
SMILES: ClC=CCl, logP: 2.0, SAScore: 5.0, MolWeight: 6.0
SMILES: CO[P+]=O, logP: 1.0, SAScore: 9.0, MolWeight: 8.0
SMILES: C=CC=CC=O, logP: 2.0, SAScore: 3.0, MolWeight: 9.0
SMILES: C=C[Si](C)O, logP: 1.0, SAScore: 7.0, MolWeight: 8.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 9.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 9.0
SMILES: CCCCCCCCCCCC, logP: 6.0, SAScore: 1.0, MolWeight: 1.0
SMILES: C=C(C)C=CC=C(C)C=CC=C(C)C=CC(=O)O, logP: 6.0, SAScore: 6.0, MolWeight: 1.0
SMILES: CC(C)=C[C@H](O)[C@@H](C)C1=CC(=O)C=C1, logP: 4.0, SAScore: 5.0, MolWeight: 5.0
SMILES: C[As](C)(=O)O, logP: -2.0, SAScore: 6.0, MolWeight: 5.0
SMILES: C=C1C(C)CC2C[C@H](O2)C1(C)C, logP: 3.0, SAScore: 9.0, MolWeight: 5.0
SMILES: C=C1CC23CCC4(C)c5ccccc5N4C2(C)C3N1, logP: 4.0, SAScore: 8.0, MolWeight: 9.0
SMILES: C=CC(C)=CC, logP: 6.0, SAScore: 5.0, MolWeight: 1.0
SMILES: CSP(C)(N)=O, logP: 2.0, SAScore: 7.0, MolWeight: 9.0
SMILES: C=CC#N, logP: 1.0, SAScore: 4.0, MolWeight: 5.0
SMILES: C=CCCCCCC, logP: 4.0, SAScore: 2.0, MolWeight: 1.0
SMILES: C=CCCl, logP: 2.0, SAScore: 4.0, MolWeight: 3.0
SMILES: C=CCCCCCCCC, logP: 6.0, SAScore: 2.0, MolWeight: 8.0
SMILES: C=CC=CCCCCC, logP: 6.0, SAScore: 3.0, MolWeight: 7.0
SMILES: CC=CCC=CC(C)C=CC=C(C)C=O, logP: 5.0, SAScore: 7.0, MolWeight: 6.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 5.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 8.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 7.0, MolWeight: 4.0
SMILES: C=CCCCC, logP: 4.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NC(N)=O, logP: -1.0, SAScore: 2.0, MolWeight: 9.0
SMILES: C[Si](C)([Si])n1cncn1, logP: 0.0, SAScore: 6.0, MolWeight: 6.0
SMILES: CC=C(Cl)CCl, logP: 3.0, SAScore: 5.0, MolWeight: 8.0
SMILES: O, logP: -1.0, SAScore: 4.0, MolWeight: 4.0
SMILES: COP(=O)(SC)SC, logP: 4.0, SAScore: 6.0, MolWeight: 5.0
SMILES: CC#N, logP: 1.0, SAScore: 4.0, MolWeight: 3.0
SMILES: C=CCCCCCCCC, logP: 6.0, SAScore: 2.0, MolWeight: 5.0
SMILES: OB(O)O, logP: -1.0, SAScore: 7.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 9.0, MolWeight: 5.0
SMILES: ClC=CCl, logP: 3.0, SAScore: 4.0, MolWeight: 3.0
SMILES: CCCCCCCCCCC, logP: 6.0, SAScore: 1.0, MolWeight: 2.0
SMILES: CC(Cl)CCl, logP: 5.0, SAScore: 8.0, MolWeight: 6.0
SMILES: C=CC(=CC)CC, logP: 4.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C[As](C)(=O)O, logP: 2.0, SAScore: 6.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 3.0, SAScore: 8.0, MolWeight: 2.0
SMILES: C[As](C)(=O)O, logP: -1.0, SAScore: 9.0, MolWeight: 1.0
SMILES: NC=O, logP: -1.0, SAScore: 2.0, MolWeight: 8.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 9.0, MolWeight: 7.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 8.0, MolWeight: 3.0
SMILES: C=CCCCCC, logP: 4.0, SAScore: 2.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 7.0, MolWeight: 4.0
SMILES: CCCCCCC, logP: 4.0, SAScore: 1.0, MolWeight: 7.0
SMILES: CC=CCCCC=CC(C)C, logP: 5.0, SAScore: 8.0, MolWeight: 6.0
SMILES: ClB(Cl)Cl, logP: 3.0, SAScore: 8.0, MolWeight: 8.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 6.0, MolWeight: 5.0
SMILES: c1ccccc1, logP: 1.0, SAScore: 1.0, MolWeight: 1.0
SMILES: CC=C1CC2CCC3(C(=O)Nc4ccccc43)C1C2, logP: 4.0, SAScore: 9.0, MolWeight: 5.0
SMILES: CC#N, logP: 1.0, SAScore: 3.0, MolWeight: 5.0
SMILES: C=CCCCC, logP: 3.0, SAScore: 2.0, MolWeight: 7.0
SMILES: C=CC(=O)C=CC(C)C, logP: 4.0, SAScore: 4.0, MolWeight: 1.0
SMILES: NCCN, logP: -1.0, SAScore: 3.0, MolWeight: 5.0
SMILES: C[As](=O)(O)O, logP: -1.0, SAScore: 6.0, MolWeight: 9.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 8.0, MolWeight: 5.0
SMILES: C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C, logP: 6.0, SAScore: 9.0, MolWeight: 4.0
SMILES: CC(C)OB(OC(C)C)OC(C)C, logP: 2.0, SAScore: 9.0, MolWeight: 8.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 8.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 5.0, MolWeight: 1.0
SMILES: CC(C)=CC=CC(C)C=CC(C)C, logP: 6.0, SAScore: 7.0, MolWeight: 6.0
SMILES: CCSSCC, logP: 4.0, SAScore: 4.0, MolWeight: 4.0
SMILES: OB(O)O, logP: -2.0, SAScore: 9.0, MolWeight: 6.0
SMILES: C=CC=CC=O, logP: 2.0, SAScore: 5.0, MolWeight: 7.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 7.0, MolWeight: 5.0
SMILES: NC(N)=O, logP: -1.0, SAScore: 1.0, MolWeight: 4.0
SMILES: C[As](C)(=O)O, logP: -1.0, SAScore: 7.0, MolWeight: 7.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 6.0, MolWeight: 9.0
SMILES: CCCCCCCCCCC, logP: 5.0, SAScore: 1.0, MolWeight: 9.0
SMILES: C=C[Si](C)O[Si](C)(C)C=C, logP: 3.0, SAScore: 7.0, MolWeight: 6.0
SMILES: O=C1O[C@H]([C@@H](O)CO)C(O)=C1O, logP: -1.0, SAScore: 4.0, MolWeight: 9.0
SMILES: Cl[N+]Cl, logP: 1.0, SAScore: 9.0, MolWeight: 4.0
SMILES: C=CC=CC=O, logP: 2.0, SAScore: 6.0, MolWeight: 5.0
SMILES: CCCC(C)C, logP: 3.0, SAScore: 2.0, MolWeight: 6.0
SMILES: CC#N, logP: 1.0, SAScore: 3.0, MolWeight: 1.0
SMILES: C#CCO, logP: 1.0, SAScore: 4.0, MolWeight: 2.0
SMILES: CC[Si](Cl)(Cl)Cl, logP: 4.0, SAScore: 9.0, MolWeight: 2.0
SMILES: CN(C)C=O, logP: -1.0, SAScore: 3.0, MolWeight: 7.0
SMILES: CC(O)CO, logP: 0.0, SAScore: 3.0, MolWeight: 9.0
SMILES: CCCCCCCCCCC, logP: 5.0, SAScore: 1.0, MolWeight: 6.0
SMILES: C=C(Cl)Cl, logP: 3.0, SAScore: 4.0, MolWeight: 1.0
SMILES: C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc(O)cc(/C=C\c4ccc(O)cc4)c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O, logP: -2.0, SAScore: 6.0, MolWeight: 1.0
SMILES: CCC(C)(C)C, logP: 3.0, SAScore: 2.0, MolWeight: 7.0
SMILES: C[As](C)(=O)O, logP: -2.0, SAScore: 9.0, MolWeight: 9.0
SMILES: C[As](C)(=O)O, logP: 1.0, SAScore: 6.0, MolWeight: 7.0
SMILES: CC#N, logP: 1.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 8.0, MolWeight: 4.0
SMILES: CO[As](C)(=O)OC, logP: -2.0, SAScore: 7.0, MolWeight: 8.0
SMILES: CC(=O)N[Si](C)O[Si](C)(C)C, logP: 1.0, SAScore: 7.0, MolWeight: 1.0
SMILES: C=CC=CC=C, logP: 3.0, SAScore: 4.0, MolWeight: 8.0
SMILES: NCC(=O)O, logP: 0.0, SAScore: 1.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 7.0, MolWeight: 3.0
SMILES: C[As](C)(=O)O, logP: -2.0, SAScore: 7.0, MolWeight: 7.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 9.0, MolWeight: 2.0
SMILES: CCCCCC, logP: 3.0, SAScore: 1.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 5.0, MolWeight: 5.0
SMILES: C=C(C)SCCCC, logP: 5.0, SAScore: 3.0, MolWeight: 7.0
SMILES: C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C, logP: 6.0, SAScore: 8.0, MolWeight: 6.0
SMILES: O=C1O[C@H]([C@@H](O)CO)C(O)=C1O, logP: -1.0, SAScore: 4.0, MolWeight: 9.0
SMILES: C=CC(C)=CC=CC(C)=CC=CC(C)=CC, logP: 6.0, SAScore: 7.0, MolWeight: 9.0
SMILES: CC(=O)O, logP: 0.0, SAScore: 2.0, MolWeight: 1.0
SMILES: C=CC#N, logP: 2.0, SAScore: 5.0, MolWeight: 5.0
SMILES: CC(C)=CCCC(C)C, logP: 6.0, SAScore: 5.0, MolWeight: 1.0
SMILES: C[As](=O)(O)O, logP: -2.0, SAScore: 8.0, MolWeight: 7.0
SMILES: CCC(C)C, logP: 3.0, SAScore: 2.0, MolWeight: 6.0
SMILES: C#C[C@]12C=C(C#N)C(=O)C=C1[C@@]1(C)C=C(C#N)C(=O)C(C)(C)[C@@H]1CC2, logP: 3.0, SAScore: 9.0, MolWeight: 2.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 8.0
SMILES: CCCCCC, logP: 3.0, SAScore: 1.0, MolWeight: 7.0
SMILES: ClC=CCCl, logP: 3.0, SAScore: 3.0, MolWeight: 6.0
SMILES: O=C(O)CN(CCO)CCO, logP: -2.0, SAScore: 3.0, MolWeight: 5.0
SMILES: CC=CCCC=CC(C)C, logP: 6.0, SAScore: 5.0, MolWeight: 8.0
SMILES: OCCO, logP: -1.0, SAScore: 3.0, MolWeight: 6.0
SMILES: CC(C)=CC=CC(C)CC=CC(C)C, logP: 6.0, SAScore: 6.0, MolWeight: 3.0
SMILES: C=CCCCCCCCC, logP: 5.0, SAScore: 2.0, MolWeight: 1.0
SMILES: NC=O, logP: -1.0, SAScore: 6.0, MolWeight: 3.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CN=C=O, logP: -1.0, SAScore: 5.0, MolWeight: 6.0
SMILES: Cl[Ga]Cl, logP: -1.0, SAScore: 9.0, MolWeight: 8.0
SMILES: C=CCCCCCC, logP: 4.0, SAScore: 2.0, MolWeight: 5.0
SMILES: C=CC(=C)C, logP: 3.0, SAScore: 3.0, MolWeight: 5.0
SMILES: CSC#N, logP: 1.0, SAScore: 4.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCC(N)C(=O)O, logP: -2.0, SAScore: 7.0, MolWeight: 1.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 6.0, MolWeight: 4.0
SMILES: C=CC1CO1, logP: 2.0, SAScore: 6.0, MolWeight: 7.0
SMILES: CC(C)S, logP: 2.0, SAScore: 3.0, MolWeight: 7.0
SMILES: C=CCCCC, logP: 4.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCC(C)CCC=C(C)C, logP: 6.0, SAScore: 7.0, MolWeight: 5.0
SMILES: C=CC(N)=O, logP: 0.0, SAScore: 3.0, MolWeight: 8.0
SMILES: C=C[Si](C)(C)O, logP: 2.0, SAScore: 7.0, MolWeight: 2.0
SMILES: NCC(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 2.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 7.0, MolWeight: 9.0
SMILES: C=CC#N, logP: 1.0, SAScore: 4.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCC(C(=O)NOS(=O)(=O)O)[C@@]1(S)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O, logP: -2.0, SAScore: 9.0, MolWeight: 2.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: -1.0, SAScore: 6.0, MolWeight: 9.0
SMILES: NC=O, logP: -1.0, SAScore: 4.0, MolWeight: 8.0
SMILES: C=CCCCCC, logP: 3.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C, logP: 6.0, SAScore: 8.0, MolWeight: 9.0
SMILES: C=C[Si](C)(C)O[Si](C)(C)C=C, logP: 3.0, SAScore: 7.0, MolWeight: 4.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 1.0, MolWeight: 9.0
SMILES: C=CCCCCCCCCC, logP: 6.0, SAScore: 2.0, MolWeight: 6.0
SMILES: CCCO, logP: 1.0, SAScore: 2.0, MolWeight: 2.0
SMILES: CCCCCC, logP: 3.0, SAScore: 1.0, MolWeight: 7.0
SMILES: CC=O, logP: 0.0, SAScore: 1.0, MolWeight: 7.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 9.0
SMILES: CCC(C)CCC=C(C)C, logP: 5.0, SAScore: 3.0, MolWeight: 8.0
SMILES: CCC(C)SSC(C)CC, logP: 5.0, SAScore: 4.0, MolWeight: 4.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 7.0, MolWeight: 5.0
SMILES: C[As](C)(=O)O, logP: -1.0, SAScore: 7.0, MolWeight: 1.0
SMILES: C=CCCCC, logP: 3.0, SAScore: 2.0, MolWeight: 8.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 7.0, MolWeight: 9.0
