SMILES	 logP	 SAScore
 COc1ccc(C2NOc3c2sc2nc4nc5c(c(-c6ccc(Cl)cc6)c4c(=O)n32)CCC/C5=C/c2ccc(Cl)cc2)cc1	6	4
 CN1C(=O)C2(Nc3ccccc3S2)c2cc(OC(F)(F)F)ccc21	2	4
 Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NC1CC(C)(C)N([O])C1(C)C)O2	4	4
 O=C(C1=NNc2nnnn2C1(O)C(F)(F)C(F)F)c1ccccc1	2	4
 Cc1ccc(C(=O)c2sc(Nc3ccc(F)cc3)c(C(=O)O)c2C)cc1	6	2
 CC1=NN(c2ccccc2)C(=O)C1	2	2
 C=CCC(CC=C)(CC=C)c1ccc(CCCCCCCCC)cc1O	6	3
 COC(=O)C1CC(c2ccccc2)CN1C(=O)c1ccncc1	2	3
 CCNC(=S)Nc1cc(-n2cnc(CN3CCCC3)c2)ncn1	2	3
 CC[C@]12C=C(C(=O)OCCOC(C)=O)n3c4c(c5ccccc53)CCN(CCC1)[C@H]42	4	4
 Cc1[nH]n(C2=NCCS2)c(=O)c1N=Nc1ccccc1	2	3
 COc1ccc(C2=NOC(c3ccc(C)cc3)C2S(=O)(=O)CC2=NCCO2)cc1	2	4
 CN(CC(=O)NCc1ccc(F)cc1)C(=O)CCc1nc2ccccc2[nH]1	2	2
 O=C(NCCc1ccccc1)c1ccccc1C(=O)NCC1c2ccccc2CCN1C(=O)C1CCCCC1C(=O)O	4	3
 CCN(CCCCNC(=O)c1cc(O)c(C(=O)NCCCN(CC)Cc2ccccc2OC)cc1O)Cc1ccccc1OC	4	3
 COC(=O)/C(=C1/OC(=O)C(c2ccc(OC)cc2)=C1O)c1cccc(C(F)(F)F)c1	4	3
 CC(C)=CCCC(C)=CCCC(C)=CCC1=C(C)C(=O)c2ccccc2C1=O	6	4
 O=C(C=Cc1ccccc1)Nc1ccc(NC(=O)c2cccs2)c(Cl)c1	6	2
 CC1CCC(C(C)C)C(O)C1	2	4
 CC(C)C(C(=O)NC(C)(C)C)N(Cc1ccccc1)C(=O)c1ccccc1[Se][Se]c1ccccc1C(=O)N(Cc1ccccc1)C(C(=O)NC(C)(C)C)C(C)C	6	4
 COc1cc(/C=C/C(O)CC(C)O)ccc1O	2	3
 CC1=CC(=O)C=C(C/C=C(\C)CC(=O)/C=C(/C)CC/C=C(\C)Cc2cc(C)co2)C1=O	6	4
 O=C(Nc1nnc(-c2ccccc2Cl)s1)c1cccnc1	4	2
 CC1=NN(C(=O)c2cc3ccccc3oc2=O)C(=O)C1CNc1ccc(O)c(C(=O)O)c1	2	4
 COC(=O)C1=NNc2nnnn2C1(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	2	4
 CCCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C	6	3
 ClCC(Br)CBr	2	4
 COc1ccc(-c2nc(C3CC(c4ccc(Cl)cc4)=NN3c3ccccc3)no2)cc1OC	6	3
 CC1(C)N([O])C(c2ccc([N+](=O)[O-])cc2)=[N+]([O-])C1(C)C	2	3
 CC(C)OC(=O)N1c2c(c(=O)oc3ccccc23)N[C@H](c2ccc(O)c(Cl)c2)N1C(=O)OC(C)C	6	4
 COC(=O)C(Cc1cn(CC=C(C)C)c2ccccc12)N1C(=O)c2ccccc2C1=O	4	3
 CC(C)C12CC3CC(O)(CC(C(=O)NCc4cccs4)(C3)C1)C2	4	4
 O=c1[nH]c2c(c(=O)[nH]1)C(c1ccccc1Cl)Nc1nc3c(cc1-2)-c1[nH]c(=O)[nH]c(=O)c1C(c1ccccc1Cl)N3	4	4
 CC(C)c1ccc(C(C)C(=O)N2CCN(C(=O)c3ccco3)CC2)cc1	4	2
 CN(C)C=NC1=C(C#N)C(c2cccs2)c2ccc3ccccc3c2O1	4	3
 C=CCC12CC(OC)C(=O)C=C1OC(C)C2C	2	4
 O=C(O[C@@H]1C[Se][Se]C[C@H]1O)c1ccc2ccccc2c1	2	4
 Cc1ccc(-c2nnc(SCC(=O)N3C(C)CCCC3c3cccnc3)o2)cc1	4	3
 O=C(N/N=C/c1ccccc1O)c1ccncc1	2	2
 COC(=O)C(Cc1c[nH]c2ccccc12)NP1(=S)Oc2ccccc2CN1c1ccc(N2Cc3ccccc3OP2(=S)NC(Cc2c[nH]c3ccccc23)C(=O)OC)cc1	6	4
 Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2	6	4
 COc1ccc2cc(N(C)C(=O)C3=NO[C@H]4[C@H](O)C=C[C@@H](Cl)[C@@]4(O)C3)c(=O)oc2c1OC	2	4
 O=C(NN=Cc1ccco1)c1cc(-c2ccccc2)cc2ccccc12	4	2
 CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12	2	4
 CCCCCCCCCCCCCOc1cc(OC)ccc1C(C)=O	6	2
 COc1cc(OC)c(OC)cc1/C=C/C(=O)c1ccc(Br)cc1	4	2
 COc1cc(CCN(CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)CC2=CC(C)(C)N(O)C2(C)C)ccc1C	6	4
 COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2COC(=O)c2cccc(Cl)c2)ccc1O	4	4
 Cc1cc(C)nc(SC2CC(=O)N(c3ccc(C(C)(C)C)cc3)C2=O)n1	4	3
 CC1(C)C=C(CNc2ccc3c(c2)Cc2cc(Br)ccc2-3)C(C)(C)N1[O]	6	3
 CCCCCCCCCC=CCC1CC(=O)OC1=O	4	3
 Cn1c2ccccc2c2cc(C3CC(c4ccc(Br)cc4)=NN3)ccc21	6	3
 COc1cc2c(cc1OC)-c1c(OC)c(OC)c(CNC(=O)/C=C/c3ccccc3O)c3c1C(C2)N(C)CC3	4	3
 CC1=CCC(C(C)(C)C)CC1O	2	4
 COc1cc(C2Oc3cc(-c4oc5cc(OCC(=O)Nc6ccc(C)cc6)cc(O)c5c(=O)c4O)ccc3OC2CO)ccc1OCC(=O)Nc1ccc(C)cc1	6	4
 COC(=O)c1cc(OC)c(OC(=O)COc2ccccc2C)c(C(N)=O)c1	2	2
 Cc1ccccc1C(=O)n1c(CCCBr)nc2ccccc21	4	2
 NC(Cc1cc(I)c(I)c(Sc2cc(I)cc(I)c2O)c1)C(=O)O	6	3
 O=C(NC(=S)N1CCCC1)c1cccc([N+](=O)[O-])c1	2	2
 COc1ccc(Br)c(-c2nnc3n2NC(c2ccc([N+](=O)[O-])cc2)S3)c1	4	3
 CC1(C)C2(C(=O)Nc3cc(F)ccc3F)CCC1(c1ccc(F)cc1)C(=NO)C2	6	4
 Cc1cc(C)c(S(=O)(=O)Nc2nc(C(C(=O)OC(C)C)C(=O)C(F)(F)F)nc3ccccc23)c(C)c1	6	3
 COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2CO)ccc1O	2	4
 Cc1ccc(S(=O)(=O)N2CCC(=O)Oc3ccccc32)cc1	2	2
 COc1ccc(NC(=O)c2ccc(Cl)c(OCc3ccccc3Cl)c2)cc1	6	2
 COc1cc(OC)c(C(=O)c2cccc(Cl)c2)c(OC)c1	4	2
 CC(C)=CCC/C(C)=C/Cc1c(O)cc2c(c1O)C(=O)C[C@@H](c1ccc(O)cc1)O2	6	3
 CCOc1cccc(C2CC(c3cccs3)=NN2C(=O)CSc2nc3ccccc3s2)c1O	6	3
 COc1ccc2c(c1)c1c(c3nc4ccccc4c(=O)n32)Sc2cccc(OC)c2N1	6	4
 [O-][n+]1onc2cc(OCc3nc4ccccc4s3)ccc21	2	3
 CCN(CC)S(=O)(=O)c1ccc(C(=O)Nc2nnc(COC)o2)cc1	2	2
 COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2COC(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)ccc1O	4	4
 O=c1c2c([nH]n1-c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C=C(c1ccc(F)cc1)CC2c1ccc(Cl)cc1	6	3
 CC(=O)OCC(=O)C1(OC(C)=O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C	2	4
 CCOC(=O)c1ccc(NC(=S)N2CCN(c3ncccn3)CC2)cc1	2	2
 O=C(NCC(=O)N(C(=O)NC1CCCCC1)C1CCCCC1)/C(=C\c1ccc(Cl)cc1)NC(=O)c1ccccc1	6	3
 Cc1ccc(N2CCN(C(=S)Nc3cccc(Cl)c3)CC2)cc1C	4	2
 CCCCCCCCCCC(=O)O[C@@H]1C[Se][Se]C[C@H]1O	2	4
 CC(C)(C)c1cc(C(=O)NCCSSCCNC(=O)c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O	6	3
 COc1cc(/C=C/C(=O)/C(OC(C)=O)=C(O)/C=C/c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC	4	3
 CC12CCC3c4ccc(O)cc4CCC3C1CCC2O	4	4
 COc1cc(OC)cc(C(=O)Nc2ccccc2N2CCN(c3ccccn3)CC2)c1	4	2
 O=C(O)C(Cc1ccc(F)cc1)C(=O)C1=CCC2CC(O)CC(CCC1)O2	4	4
 COc1ccccc1N1CCN(C2CCN(S(=O)(=O)c3ccccc3)CC2)CC1	2	2
 O=C(NN=Cc1ccc(O)cc1O)c1cc(-c2ccccc2)nc2ccccc12	6	2
 Cn1c(=O)[se]c2cc(C(=O)c3ccc(Cl)cc3)ccc21	2	3
 CCCCCCCCCCSCC(O)C1OC(O)=C(OC)C1=O	4	4
 Cc1ccc(-c2c(C)n3nc(-c4ccco4)c(C)c3c(=O)n(Cc3cccs3)c2=O)cc1	6	3
 CN(C)CCCN1c2ccccc2CCc2ccccc21	4	2
 COc1ccc(C2C(C(=O)NC3CCCC(C)C3C)=C(C)NC(=O)N2C)cc1	4	4
 O=C(O)c1c2ccccc2nn1C(c1ccccc1)(c1ccccc1)c1ccccc1Cl	6	3
 CCOC(=O)C1Nc2ccc(OC(F)(F)F)cc2C2C=CCC12	4	4
 CC(=O)c1ccc(NC(=O)CC2C(=O)NC(SC3=NCCS3)=NN=C3CCCCC3=C2O)cc1	2	4
 Cc1ccc(C2=C(O)/C(=N\Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])C(=O)N2C)cc1	2	3
 COc1ccccc1NC(=O)Nc1nc(CC(=O)Nc2cc(F)ccc2F)cs1	4	2
 CCOC(=O)C1(CCOC)CCN(Cc2nc(-c3cccc(OC)c3)cs2)CC1	4	3
 CCOc1nc(NCc2ccccc2)nc2[nH]cnc12	2	3
 Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1	6	2
 CC(C)c1cc2c(cc1Nc1ccccc1)C[C@@]1(C)CCC[C@@](C)(C(=O)O)[C@@H]1C2	6	4
 COc1cc([C@@H](CC(=O)O)c2ccc(C)c(CN3C[C@@H](C)Oc4ccccc4S3(=O)=O)c2)cc2nnn(C)c12	4	4
 COc1cc(CCN(CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)CC2=CC(C)(C)N(O)C2(C)C)ccc1C	6	4
 Cc1cc(C)c(S(=O)(=O)Nc2cc(C(C(=O)OC(C)C)C(=O)C(F)(F)F)c(O)c3ccccc23)c(C)c1	6	3
 c1ccc(-c2ccc(-c3nc(-c4cccnc4)cs3)cn2)nc1	4	2
 COc1ccc(C2CC(c3ccccc3)=Cc3n[nH]c(O)c32)cc1OC	4	3
 COCCCNC(=S)Nc1ccc(OC)c(OC)c1	2	2
 CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO	2	4
 COc1ccc(C(=O)/C=C/c2ccc(OC)c(Br)c2OC)cc1	4	2
 N#Cc1ccccc1CN1CCN(CCc2ccccc2)C(CCO)C1	2	3
 Cc1cc(Br)ccc1-c1nsc(-c2ccccc2Cl)n1	6	2
 COc1ccc(CCNC(=O)C23CCC(C)(C(=O)C2=O)C3(C)C)cc1OC	2	4
 COc1cc(CCN(CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)CC2=CC(C)(C)N(O)C(C)(C)C2)ccc1C	6	4
 Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]	2	2
 COC(=O)C1=C(C)N(CCCC(=O)O)C(=O)NC1c1ccc2c(c1)OCO2	2	3
 CC(=O)c1ccc(S(=O)(=O)NCCSc2ccccn2)cc1	2	2
 COc1ccc2c3c1O[C@H]1C[C@@H](OP(=O)(Oc4ccc([N+](=O)[O-])cc4)SCCN)C=C[C@@]31CCN(C)C2	4	4
 CC1=C(C(=O)OC(C)(C)C)C(c2ccccc2)C=CN1c1ccc(Cl)cc1	6	3
 O=C(Nc1nnc(SCC(=O)N2CCCC2)s1)c1ccco1	2	2
 COc1ccccc1NC(=O)Nc1nc(-c2cc3ccccc3o2)cs1	6	2
 CCN1C(=O)C2C(C1=O)C(c1cccc(OC)c1)N1C(=O)c3ccccc3NC(=O)C21	2	4
 COC(=O)C(Cc1ccccc1)NP1(=S)Oc2ccccc2CN1c1ccc(N2Cc3ccccc3OP2(=S)NC(Cc2ccccc2)C(=O)OC)cc1	6	4
 CC1CN(CC(=O)Nc2nc3ccc([N+](=O)[O-])cc3s2)CC(C)O1	2	3
 O=c1c(-c2ccccc2)coc2cc(O)ccc12	2	2
 CC(=NNc1nc(C)cc(-c2ccccc2)n1)c1ccc(N)cc1	4	2
 O=C1C[C@H](c2ccc(O)cc2)Oc2cc(Oc3c(O)cc4c(c3O)C(=O)C[C@H](c3ccc(O)cc3)O4)cc(O)c21	6	4
 C=CCOC(=O)C(C)=CC	2	4
 Cc1ccc(-n2c(C3CCCN3c3nc(-c4cc(Cl)c(N)c(Cl)c4)cs3)nc3cc(C(=O)NCCCO)ccc32)cc1	6	3
 CC1C(=O)CC2(C(C)C)CC12	2	4
 Cc1cccc(C(=O)NCC(=O)NCC(C)(C)C)c1	2	2
 CCC(=NC#N)N(C)CC	2	3
 CCN(CC)S(=O)(=O)c1ccc(NC(=O)CN2CCN(c3ccccn3)CC2)cc1C	2	2
 CC(=NNc1ccccc1F)c1ccc(N2CCOCC2)cc1	4	2
 CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O	4	4
 Oc1ccc(Cl)cc1CNc1ccc(/C=C/c2ccccc2)cc1	6	2
 COc1ccc(C2C(C#N)=C(N)OC(c3c[nH]c4ccccc34)=C2C#N)cc1	4	3
 O=C(CN(C(=O)c1cc(O)c(O)c(O)c1)c1ccccc1)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O	6	4
 C=CC(C)(O)CCC=C(C)C	2	4
 Cc1cc(C)c(C)c(S(=O)(=O)Nc2nc(C(C(=O)OC(C)C)C(=O)C(F)(F)F)nc3ccccc23)c1C	4	3
 CCCCC(CC)COC(=O)C1=C(C)NC(=O)NC1c1ccccc1OC	4	3
 COc1ccc(OC)c(S(=O)(=O)Nc2ccc3c(c2)OCCO3)c1	2	2
 CC1(C)OCC(C[Te]c2ccccc2)O1	2	4
 COc1ccc(/C=C/c2ccc(NCc3ccccc3N(C)C)cc2)cc1	6	2
 CC(C)c1ccc(NC(=O)C2CC3CCC2C3)cc1	4	4
 O=C(O)c1ccc(C2=Cc3ccccc3-c3ccc4ccccc4c3O2)cc1	6	2
 O=c1oc2ccccc2c2c1N[C@H](c1ccc(Cl)cc1)C[C@H]2c1ccc2ccccc2c1	6	3
 CCCCCCCCCCCCCCC1=C(O)C(=O)C=C(NCCCC(=O)OC(C)(C)C)C1=O	6	3
 CCOC(=O)C(C)(C)Oc1ccc(NC(=O)COc2ccc3ccccc3c2)cc1	4	2
 Cc1ccc(S(=O)(=O)N2C(C(=O)O)C=C(c3ccccc3)C2c2cc(Cl)sc2Cl)cc1	6	3
 CC(=O)c1cc(S(=O)(=O)N2c3ccccc3OCC2C)c(Cl)cc1C	4	3
 Cc1c(C)c2c(c(C)c1O)C(CN1CCN(Cc3ccccc3)CC1)C(C)(C)O2	4	3
 COc1cc2c(c(OC)c1O)-c1c(cc(OC)c(OC)c1O)C[C@H](C)[C@@H](C)[C@H]2OC(=O)/C=C/c1ccccc1	4	4
 COc1ccc2[nH]cc(CCNC(C)=O)c2c1	2	2
 CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O	4	4
 Cc1nc(C)c(-c2ccc(SCc3cc(=O)c(OC(=O)c4ccco4)co3)nn2)s1	4	3
 CC1=N/C(=N/N=C(\C)c2nc(-c3ccccc3)[nH]c2C)S/C1=N\Nc1ccc(Cl)cc1	6	3
 COc1cccc2c1OCC1C(=O)N(c3cccc(OCC4CO4)c3)C(=O)C21	2	4
 COc1cc(C(O)C(CO)Oc2c(OC)cc([C@@H]3Oc4c(OC)cc(/C=C/C=O)cc4[C@H]3CO)cc2OC)ccc1O	2	4
 c1ccc(NNc2nccs2)cc1	2	2
 CC(=O)Nc1ccc2c(c1)Cc1cc(NC(=O)C(C)C)ccc1-2	4	2
 NC(=O)NS(=O)(=O)c1ccc(CCNC(=O)Cc2c(Cl)cccc2Cl)cc1	4	2
 COc1ccc(CCN(C)CCCC(CNC(=O)C2=CC(C)(C)N(C)C2(C)C)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	6	4
 CCC(C)(C)c1ccc(Oc2ccc(C(=O)N(C)CC(C)C)cc2OC)cc1	6	2
 Brc1ccc2nc(Nc3nc4ccccc4s3)sc2c1	6	2
 Cc1cc(CN(C)C(=O)c2ccc(Nc3nc4ccccc4nc3C(F)(F)F)cc2)on1	6	3
 CCOC(=O)CN(Cc1cc(F)cc(F)c1)c1ccc2c(c1)N(C)CC(C)(COc1ccc(C(=N)N)cc1)O2	4	3
 C/C(=N\N=C1\N=C2N=c3ccccc3=NC2S1)c1nc(-c2ccccc2)[nH]c1C	2	3
 O=C(NCCc1ccccc1)c1ccccc1C(=O)NCC1c2ccccc2CCN1C(=O)C1CCCCC1C(=O)O	4	3
 COc1ccc(CCN(C)CCCC(CNC(=O)C2=C(C)C(C)(C)N(O)C2(C)C)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	6	4
 CSC(=O)c1cc(Br)cc2[nH]c(=O)[nH]c12	2	3
 CC(C(=O)NC1CCCCC1)c1cccc(C(OC(=O)NC2CCCCC2)c2ccccc2)c1	6	3
 COc1ccc(CCN(C)CCCC(CNC(=O)C2=CC(C)(C)N(O)C2(C)C)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	6	4
 COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2CO)ccc1O	2	4
 COc1ccc(CCN(C)CCCC(CNC(=O)C2=CC(C)(C)N(C)C2(C)C)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	6	4
 CC12CCC3c4ccc(O)cc4CCC3C1CCC2O	4	4
 Cc1ccc(Nc2ccc(C(c3nnnn3CCOCCO)N3CCCCC3)cc2[N+](=O)[O-])cc1	4	3
 Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O	6	3
 CCCCCCCCCCCCOC1=C(O)OC(C(O)CO)C1=O	2	4
 Clc1cc(OCC2CO2)ccc1C1CN=NC1c1ccccc1	4	3
 O=C1CC(c2ccccc2)C2(CBr)C(=O)N(Br)C(=O)N12	2	4
 CCCCCCCCC=CCC1CC(=O)OC1=O	4	3
 COc1ccc(CC(=O)c2c(O)cc(O)cc2O)cc1	2	2
 COc1ccc(C2=NOC(c3ccc(C)cc3)C2S(=O)(=O)CC2=NCCS2)cc1	4	4
 CCOC(=O)c1ccccc1NC(=O)CCc1nnc(Cc2ccccc2F)o1	4	2
 Cc1cc(C)c(C2=NOC(Cn3cnc4c(N5CCCCC5)ncnc43)C2)c(C)c1	4	3
 Cc1cc(C)c(S(=O)(=O)Nc2nc(C(C(=O)OC(C)C)C(=O)C(F)(F)F)nc3ccccc23)c(C)c1	4	3
 CCn1c(N=C2C=Cc3ccccc32)nc2ccccc21	6	2
 Cc1ccc(Nc2nc(-c3ccc(NC(=O)c4cccs4)cc3)cs2)cc1	6	2
 COc1cc2c(cc1O)OCc1c-2c(-c2ccc(OC)c(OC)c2)c2n1CCc1c-2cc(OC)c(OC)c1OC	6	3
 CN(C)C=NC1=C(C#N)C(c2ccc(Br)cc2)c2ccc3ccccc3c2O1	6	3
 CC(=O)OCC=C(C)C=CC=C(C)C=CC1=CC2=C(c3c(O)c(Cl)c(Cl)c(Cl)c3Cl)C(=O)C(C)C(=O)C2=CO1	6	4
 C=CC(C)(C)c1[nH]c2ccc(CC=C(C)C)cc2c1/C=C1\NC(=O)[C@H](C)NC1=O	6	4
 O=[N+]([O-])c1ccc(N2C(O)CC(c3ccccc3)N2C(c2ccco2)N2CCOCC2)c([N+](=O)[O-])c1	4	4
 CC1(C)N(O)C(c2ccccc2)=[N+]([O-])C1(C)C	2	3
 CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2O	4	4
 CCOC(=O)C1=C(C)N(NC(=O)OC(C)(C)C)C23c4cc5c(cc4CCN2Cc2c(ccc(OC)c2OC)C13)OCO5	4	4
 CCC(C)(C)C(=O)Nc1nnc(C(c2ccc3c(c2)OCO3)N2C(=O)c3ccccc3C2=O)s1	4	3
 CCCCCCCCCCCc1ccc(O)c(OC)c1	6	2
 C=C(C)C(=O)OCCCCCCCCCCCC	6	2
 O=C(NN=Cc1ccc(O)c([N+](=O)[O-])c1)c1ccc(O)cc1	2	2
 COc1ccc(C(=O)/C=C/c2ccc(C(F)(F)F)cc2)c(OC)c1	4	2
 Cc1sc(N)nc1C(=O)CN1CCN(Cc2ccccc2)CC1	2	2
 COc1cc(CNC(=O)CCCC/C=C/CCNc2c3c(nc4cc(Cl)ccc24)CC2C=C(C)CC3C2)ccc1O	6	4
 CN(C)c1ccc(/C=C/c2ccc(NCc3cccc(Cl)c3)cc2)c(F)c1	6	2
 CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O	4	4
 CCOC(=O)c1ccc(CSc2ccccc2C(=O)Nc2ccccc2C(=O)OCC)cc1	6	2
 Clc1ccc(C2(Cn3cncn3)CC(Br)CO2)c(Cl)c1	4	4
 CC(C)(C)c1ccc(-c2noc(-c3ccc(F)c(F)c3)n2)cc1	6	2
 Clc1ccc(C2(Cn3cncn3)CC(Br)CO2)c(Cl)c1	2	4
 CCOC(=O)c1cnc2c(cnn2C)c1OC(CN)C(F)(F)F	2	3
 CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C	2	3
 O=C(NC12CC3CC(CC(Br)(C3)C1)C2)c1ccc(N2C(=O)CCC2=O)cc1	4	4
 O=c1c2ccccc2[se]n1-c1ccccc1	2	3
 O=C(CN1CCN(C(=O)c2ccc(Cl)cc2)CC1)NC12CC3CC(CC(C3)C1)C2	2	4
 Cc1nc(C)c(/N=C/c2coc3c(O)c(O)ccc3c2=O)cc1C=O	2	3
 CC1(C)O[C@H]2C=C[C@@]3(C[C@H]2O1)OC(C)(C)OC3=O	2	4
 CC(C)=CCC1C(=O)C(C(=O)CC(C)C)=C(O)C(O)(CC=C(C)C)C1=O	6	4
 CCCN1C(=O)NC2C(=C1C)C(=O)Nc1cccc(F)c12	2	3
 CC(C)(C)c1ccc2nc(-c3ccccc3)cc(-c3ccccc3)c2c1	6	2
 COC(=O)CN(Cc1ccc(F)cc1)c1ccc2c(c1)N(C)CC(C)(COc1ccc(C(=N)N)cc1)O2	4	4
 COc1ccc(CC(=O)c2c(O)cc(O)cc2O)cc1	2	2
 CC(C)=CC(O)C/C(C)=C/CC/C(C)=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O	6	4
 CCOC(=O)C1OC2CC(c3ccc(OC)cc3)C1CC2C(=O)NCCOC	2	4
 O=C(C=Cc1ccccc1Br)Oc1ccc2ccc(O)cc2c1	6	2
 COc1ccc(CCN(C)CCCC(CNC(=O)C2=CC(C)(C)N(O)C2(C)C)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	6	4
 Cc1cccc(C)c1N	2	2
 C=CCOC(=O)C1=C(C)NC(C)=C(c2ccccc2C2=NNC(=O)C2=O)C1C	2	3
 Cc1c(C(=O)Nc2ccc(Cl)cc2)c2cc(O)ccc2n1-c1ccccc1Cl	6	2
 CCC(C)OC(C)COC(C)COC(O)CC	2	4
 COC(=O)c1cc(C(=O)C(=O)c2ccc(C)cc2)c[nH]1	2	2
 CC1(C)CCC[C@]2(C)[C@@H]1C(=O)[C@H](O)[C@@]13C[C@H](CC[C@@H]21)[C@@](O)(CO)C3	2	4
 COc1cc(NC(C)CCCNC(=O)NC(c2ccccc2)c2ccc(Cl)cc2)c2ncccc2c1	6	3
 N#Cc1ncn(-c2ccc(O)cc2)c1/N=C/c1c(O)cc(O)cc1O	2	3
 CCCCOCCOCCOC(C)=O	2	2
 CC(C)=CCC/C(C)=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O	6	3
 COC(=O)c1ccccc1NC(=O)/C=C/c1ccc(O)c(O)c1	2	2
 COCCN(CC1CCCN(C2Cc3ccccc3C2)C1)C(=O)c1cc([N+](=O)[O-])c2cccnc2c1O	4	4
 CC(=O)OC[C@H]1O[C@@H](NC(=S)N/N=C/c2ccc(C)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O	2	4
 CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C	4	4
 CC1=NN(C(=O)n2c(=O)c3ccccc3c3c4cc(C)ccc4[nH]c32)C(=O)C1	4	3
 Cc1nc(SCC(C#N)=C2CCCCC2)c2c(n1)n(C)c(=O)n2C	2	3
 Cc1ccnc(NC(=O)c2ccccc2C)n1	2	2
 COc1ccc(NC(=O)Nc2nc3ccccc3nc2N2CCN(c3ccccc3)CC2)cc1	4	2
 COc1ccc(-c2nn(-c3ccccc3)cc2/C=C/C(=O)c2cccc(C)c2)cc1	6	2
 CC(=O)c1c(C)nc(SCC(=O)Nc2ccc(OCc3ccccc3)cc2)n1-c1ccc(F)cc1	6	2
 CCOc1ccc(C2C(C(=O)c3cccs3)=C(C(C)=O)C(=O)N2Cc2ccco2)cc1	6	3
 O=[N+]([O-])c1ccc(S(=O)(=O)NC2CC3CCC2C3)cc1	2	4
 CN1c2ccccc2C(C)(C)C12C=Cc1c(ccc3ccc(OC(=O)CCCCC4CCSS4)cc13)O2	6	4
 C/C(=N\Nc1ccc(F)cc1)c1cc2c(C)cc(=O)oc2c(/C(C)=N/Nc2ccc(F)cc2)c1O	6	3
 COc1ccc(C2C=C(C)Nc3ncnn32)cc1	2	3
 COc1ccc2c(c1)C(C)(C)C1(C=Cc3c(ccc4ccc(OC(=O)CCCCC5CCSS5)cc34)O1)N2C	6	4
 CC(C)=CC(O)C/C(C)=C/CC/C(C)=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O	6	4
 CCN(CC)C(=O)c1ccc(N2CCc3ccccc3C2)c([N+](=O)[O-])c1	4	2
 CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccnc1)CCCC3	4	3
 Cc1ccc(-c2nc(C)sc2C(=O)Nc2ccc(C)c(C)c2)cc1	6	2
 COc1ccccc1N1CCN(Cc2ccc(Cl)cc2NC(=O)C=Cc2ccco2)CC1	4	2
 Fc1ccc(NC(=S)N2CCOCC2)c(F)c1	2	2
 CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1	2	4
